MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
3608847,2010,Little Toby Mine,Pennsylvania (Bituminous),Elk,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,134227,20,48334,11.807287675533644
3608984,2010,Elk County Mine,Pennsylvania (Bituminous),Elk,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Jurassic Energy, Inc","361 Pinetop Road, Bigler, PA 16825",,5743,2,3505,8.655737000864297
3609090,2010,Benezette Operation,Pennsylvania (Bituminous),Elk,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767",,14669,3,5618,9.593491702487762
3609214,2010,Moshannon,Pennsylvania (Bituminous),Elk,Appalachia Northern,Active,Surface,Contractor,Mine only,Northern Son Inc,"568 Silvis Hollow Rd, Kittanning, PA 16201",,43476,7,19512,10.679964340683078
3605471,2010,Patterson Strip,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Daniel J. Patterson,"20 Elizabeth Drive, Smithfield, PA 15478",,8437,1,1153,9.040382074165628
3606253,2010,Hill Strip,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,T L Hill Coal Company,"2195 Morgantown Rd, Uniontown, PA 15401",,3348,1,1300,8.116118431609365
3606393,2010,Wymps Gap Surface Coal Mine,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Charles L Swenglish & Sons Coa,"83 Swenglish Lane, Smithfield, PA 15478",,16149,4,8472,9.689613407229068
3607973,2010,Fayette Co Strips,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Route 711, Stahlstown, PA 15687",,96265,13,28106,11.474860084163437
3608291,2010,Mcgill Surface Mine,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Stash Mining Company,"P.O. Box 20, Waltersburg, PA 15488",,7894,3,4876,8.973858256222792
3609086,2010,Rose Mine,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Steve Patterson Llc,"170 Yasenosky Road, Smithfield, PA 15478",,4119,8,16819,8.323365694436081
3609189,2010,Augering Machine Ser #3163,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,J C Drilling & Ditching,"1032 Miller Road, Creekside, PA 15732",,11686,3,4398,9.366146823114383
3609275,2010,Bertovich Surface Mine,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,David L Patterson Jr,"18 Short Cut Road, Smithfield, PA 15478",,20943,2,3331,9.949559740638511
3609383,2010,3119,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,1525,3,480,7.329749689041512
3609826,2010,T & B Strip,Pennsylvania (Bituminous),Fayette,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,T & B Excavating Inc.,"P.O. Box 337, Mcclellandtow, PA 15458",,13773,4,6980,9.530465432917332
3605018,2010,Cumberland Mine,Pennsylvania (Bituminous),Greene,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Cumberland Coal Resources Lp,"855 Kirby Road, Waynesburg, PA 15370",United Mine Workers of America,5764385,742,1702618,15.567209027764067
3605466,2010,Emerald Mine No 1,Pennsylvania (Bituminous),Greene,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Emerald Coal Resources Lp,"P.O. Box 871, Waynesburg, PA 15370",United Mine Workers of America,4901640,691,1582432,15.405080400960905
3607230,2010,Bailey Mine,Pennsylvania (Bituminous),Greene,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consol Pennsylvania Coal Compa,"192 Crabapple Road, Wind Ridge, PA 15380",,10607451,822,2081840,16.177067236674862
3609326,2010,4 West Mine,Pennsylvania (Bituminous),Greene,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Of Pennsyl,"308 Dents Run Road, Morgantown, WV 26501",,972838,180,371200,13.78797285193112
4601968,2010,Blacksville No 2,Pennsylvania (Bituminous),Monongalia,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 24, Wana, WV 26590",United Mine Workers of America,4507606,552,1306626,15.321276750144724
3601349,2010,Kraynak No 3,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Kraynak Coal Company,"3266 Fire Tower Road, Mahaffey, PA 15757",,10045,4,3482,9.214830277249035
3605019,2010,Twin Brook #3,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Twin Brook Coal Inc.,"P.O. Box 225, Clymer, PA 15728",,15994,3,3720,9.679968930891835
3607880,2010,Kochanowski,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Simpson Coal Company,"1003 Bush Road, New Alexandri, PA 15670",,14728,2,2976,9.597505722912913
3608376,2010,Beth #2,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Beth Mining Co.,"815 Rock Run Rd, Glen Campbell, PA 15742",,16451,3,3765,9.708141544619421
3608491,2010,Ehenger,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"K. M. P. Associates, Inc.","3756 State Route 981, Saltsburg, PA 15681",,31415,3,6571,10.355040764837048
3608525,2010,Tom's Run Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,366743,45,110826,12.812416609251843
3608624,2010,Fossil #1,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Fossil Fuel Inc,"690 Weaver Rd, Marion Center, PA 15759",,4262,1,653,8.357493812658563
3608690,2010,Lucerne  #1,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Britt Energies Inc,"57 South 9th Street, Suite 3, Indiana, PA 15701",,37631,8,16988,10.535583457775974
3608728,2010,Carino No 1 Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Alverda Enterprises, Inc.","P.O. Box 87, Alverda, PA 15710",,15816,2,3737,9.668777364850452
3608825,2010,Stitt,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Abm Mining Company,"3330 Johnston Rd, Smickburg, PA 16256",,3470,2,542,8.151909872940905
3608850,2010,Nolo,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"410 Franklin Street, P.O. Box, Clymer, PA 15728",,277850,96,243287,12.534836678708068
3609005,2010,Ondo Extension Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650",,286184,41,102102,12.564390239580181
3609033,2010,Gillhouser Run Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650",,247733,53,133915,12.42010683227992
3609075,2010,Rossmoyne No. 1 Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,238088,29,67456,12.380395632212862
3609287,2010,Lowry Mine,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,255331,18,43691,12.450316021631663
3609394,2010,Knob Creek,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,"Western Allegheney Energy, Llc","301 Market Street, Kittanning, PA 16201",,274670,29,64965,12.52332565607219
3609407,2010,Heilwood,Pennsylvania (Bituminous),Indiana,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"6314, Rt 403, Highway South, Heilwood, PA 15745",,313704,46,111397,12.656205145133498
3603561,2010,Mcclure Strip,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767",,172940,42,97161,12.06069999251442
3604782,2010,Worthville Mine,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Original Fuels Inc,"P.O. Box 343, Punxsutawney, PA 15767",,148650,17,39805,11.909349828426244
3605828,2010,Yenzi Strip #3 Mine,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Leonard W. Yenzi Company,"557 Shale Pit Road, Reynoldsville, PA 15851",,14744,3,3752,9.59859149934966
3606071,2010,Brosious Mine,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Cookport Coal Company Inc,"425 Market Street, Kittanning, PA 16201",,11745,2,4000,9.371182897093012
3606562,2010,Reichard Strips,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Reichard Contracting, Inc.","212 Olean Trail, New Bethlehem, PA 16242",,33300,8,19645,10.413312675968536
3607341,2010,Acosta Mine,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Contractor,Mine only,Falls Creek Energy Company Inc,"568 Silvis Hollow Rd, Kittanning, PA 16201",,136551,8,19115,11.824453450199826
3607514,2010,Msm Coal Co. Inc.,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Msm Coal Co. Inc.,"P.O. Box 243, Dubois, PA 15801",,12825,6,9339,9.45915167003897
3608602,2010,Waroquier #2,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Waroquier Coal Company,"P.O. Box 128, Clearfield, PA 16830",,31076,6,15024,10.344191096070311
3608704,2010,Dora 8,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650",,173511,39,96607,12.063996276935688
3609195,2010,Auger I,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Brocious Coal Augering Llc,"637 Pinevale Road, Marion Center, PA 15759",,3763,3,1001,8.232971790593437
3609628,2010,Schreckengost Mine,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Bedrock Mines Lp,"111 Freeport Road, Pittsburgh, PA 15215",,23516,4,9494,10.065436319522146
3609654,2010,Amerikohl Strips,Pennsylvania (Bituminous),Jefferson,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"202 Sunset Drive, Butler, PA 16001",,241861,30,61353,12.396118459954055
3608419,2010,Archbald Mtn Strip #1,Pennsylvania (Anthracite),Lackawanna,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Silverbrook Anthracite Inc,"1 Market St, Laflin, PA 18702",,14609,3,5950,9.589393056132515
3601734,2010,Jeddo Basin (J-44),Pennsylvania (Anthracite),Luzerne,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Jeddo Coal Company,"P.O. Box 134, Ebervale, PA 18223",United Mine Workers of America,79067,48,70865,11.278050873280312
3607079,2010,Shantytown Strip Mine,Pennsylvania (Anthracite),Luzerne,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Pioneer Aggregates Inc,"215 East Saylor Ave, Laflin, PA 18702",,13728,14,27847,9.527192821727743
3608391,2010,Glen Lyon Operation,Pennsylvania (Anthracite),Luzerne,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Susquehanna Coal Company,"31 North Market Street, Nanticoke, PA 18634",,19586,7,15330,9.88257030428074
3608550,2010,Jeansville,Pennsylvania (Anthracite),Luzerne,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,No 1 Contracting Corp,"49 South Main St, Ashley, PA 18706",,10810,3,7066,9.288226910633254
3608745,2010,Stockton Mine,Pennsylvania (Anthracite),Luzerne,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Coal Contractors (1991) Inc,"P.O. Box 39, Hazleton, PA 18201",,88278,41,83257,11.388246204926002
3602703,2010,Fisher Mining Company,Pennsylvania (Bituminous),Lycoming,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fisher Mining Company,"40 Choate Circle, Montoursville, PA 17754",,251818,35,91223,12.43646188334323
3608541,2010,Ben Hal Strips,Pennsylvania (Bituminous),Mercer,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Ben Hal Mining,"389 Irishtown Road, Grove City, PA 16127",,89532,7,12480,11.402351382259514
3602203,2010,N & L Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Bear Gap Coal,"74 Kushwa Rd  P O Box 64, Spring Glen, PA 17978",,6355,4,7280,8.756997183623554
3607838,2010,Harmony Mine,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Uae Coalcorp Associates,"P.O. Box 306, Mount Carmel, PA 17851",,98930,36,82269,11.502167808317267
3608637,2010,#1 Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,F K Z Coal Inc,"Marshall St., P.O. Box 62, Locust Gap, PA 17840",,3641,8,12313,8.200013648175434
3609261,2010,John Shingara No. 1,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,John Shingara,"6624 St. Rte 225, Shamokin, PA 17872",,15218,3,3710,9.630234216736469
3609443,2010,Luke Shingara Coal,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Luke Shingara Coal,"297 East Ridge Rd, Sunbury, PA 17801",,3331,2,2940,8.11102783819368
3609485,2010,Snake Road Stripping,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,D Molesevich & Sons Constructi,"333 South Pine St., Mt. Carmel, PA 17851",,4123,3,1470,8.3243363327069
3609548,2010,Trevorton Strip,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Company In,"123 East Main Street, Girardville, PA 17935",,19068,2,3218,9.855766816324715
3609558,2010,Locust Summit Strip Mine,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,W T Fetterolf Coal Co,"3092 Main St., Locust Dale, PA 17945",,56338,5,10153,10.939124542042725
3601761,2010,Springdale Greenwood & Little,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Lehigh Natural Resources,"1233 East Broad St., Tamaqua, PA 18252",,36429,70,56570,10.503120439721929
3601818,2010,R S & W Drift,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,R S & W Coal Company Inc,"207 Creek Road, Klingerstown, PA 17941",,3647,7,3185,8.20166019080868
3601877,2010,K K Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,K K Coal Llc,"1100 Mountain Side Rd., Cumbola, PA 17930",,21899,4,6885,9.99419625266159
3601965,2010,Buck Run P-8 P-10,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,47516,13,24500,10.76882177540943
3601977,2010,Wadesville P-33,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,87634,12,24231,11.380924329476233
3605396,2010,Peach Mt. Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Co.,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,10959,4,8458,9.301916315463393
3605518,2010,Eagle Hill Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Joseph Kuperavage Coal Company,"916 Park Ave, Port Carbon, PA 17965",,27237,2,8192,10.212331622039867
3606602,2010,Packer Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Shenandoah Mining Co.,"Rr 2 Box 25a, Shamokin, PA 17872",,1526,1,640,7.330405211844402
3607240,2010,E O J Strip Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,E O J Inc,"2401 Summer Valley Road, New Ringgold, PA 17960",,6520,3,7961,8.782629654920699
3607576,2010,Brockton Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Joseph Kuperavage Coal Company,"916 Park Ave, Port Carbon, PA 17965",,6290,2,2393,8.746716349694486
3607636,2010,Mid Port Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Joe Kuperavage Coal Co.,"916 Park Ave, Port Carbon, PA 17965",,66084,5,10912,11.098681939050481
3607730,2010,Hardway Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Hardway Coal Company Inc,"44 Keystoker Lane, Schuylkill Hv, PA 17972",,16257,5,9720,9.696278864234223
3607741,2010,Rock Ridge No 1 Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,B & B Coal Company,"225 Main Street, Joliett Tremo, PA 17981",,8446,8,10150,9.041448235493888
3607758,2010,Jett Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Jett Contracting Company,"P O Box 243, 231 Winfield, Brockton, PA 17925",,1550,1,1304,7.346010209913293
3607772,2010,Lone Eagle Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Lone Eagle Coal Company Inc,"2068 Old Pheonix Rd., Pottsville, PA 17901",,6017,2,4880,8.702344075220351
3607806,2010,Tremont Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Michael Coal Company Inc.,"P.O. Box 8, Williamstown, PA 17098",,18936,7,12507,9.84882015119382
3608034,2010,Mountaintop Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Mountaintop Coal Mining Inc,"P.O. Box 183, Elysburg, PA 17824",,4044,3,6360,8.304989580140361
3608337,2010,Red Oak Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"White Pine Coal Company, Inc.","P.O. Box 119, Ashland, PA 17921",,17934,6,11936,9.794453631511994
3608346,2010,Primrose Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Carline Coal Co. Inc.,"2219 East Main St.--P.O. Box 1, Sacramento, PA 17968",,9745,10,13462,9.184509611941662
3608494,2010,Good Spring South,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Rausch Creek Land L.P.,"978 Gap Street, Valley View, PA 17983",,1733,2,371,7.457609289715606
3608590,2010,Continental Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Corporatio,"132 East Main St., Girardville, PA 17935",,397341,36,97607,12.892550133055185
3608613,2010,Silverton Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Selkirk Enterprises Llc,"10 Gilberton Road, Gilberton, PA 17934",,34529,2,3487,10.449554829640324
3608681,2010,Mary-D Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Michael Coal Company, Inc.","P.O. Box 8, Williamstown, PA 17098",,22383,8,16431,10.016057021139623
3608716,2010,Silver Creek Mtn Mine Operatio,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Tuscarora Mines & Minerals Cor,"739 Broad Street, Tuscarora, PA 17982",,36425,3,6495,10.503010631063406
3608860,2010,Ellangowan Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,14166,7,5291,9.558600006313569
3608893,2010,7 Ft Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Alfred Brown Coal Company,"71 Hill Rd, Hegins, PA 17938",,3689,4,2841,8.213110697596676
3608985,2010,Lykens #4,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Char-Pac Coal Co Llc,"P.O. Box 81, Minersville, PA 17954",,7173,2,3980,8.878079256126435
3609059,2010,Kuperavage Ent Inc/Ta Tuscaror,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Kuperavage Ent Inc/Tuscarora C,"Old Rt 209, Middleport, PA 17953",,14185,4,7333,9.559940347242952
3609098,2010,Genie Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Timber Coal Company, Llc","P.O. Box 188, Sacramento, PA 17968",,12448,4,8523,9.429315246418172
3609170,2010,Feather Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Whitey Wash Enterprises,"303 Gordon Rd, P.O. Box 47, Ashland, PA 17921",,11397,4,3101,9.341105441855735
3609259,2010,#2 Strip Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Neumeister Coal Company,"28 Frank Lane, Ashland, PA 17921",,2822,1,1510,7.945201132412759
3609285,2010,Brockton Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Hammond Mining Company Inc,"9 Mulberry Ln, Pottsville, PA 17901",,9038,1,2815,9.109193189971226
3609304,2010,Park Mine Coal Company,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Park Mine Coal Company,"294 Pine Creek Drive, Orwigsburg, PA 17961",,7692,8,20230,8.94793610670867
3609389,2010,Branchdale Job,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Post Mining,"698 Fairview Street, Tamaqua, PA 18252",,1609,1,263,7.3833681469923835
3609401,2010,Primrose Operation,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Blaschak Coal Corp,"P.O. Box 12, Route 54, Mahanoy City, PA 17948",United Mine Workers of America,50504,23,51223,10.829807820047462
3609403,2010,Whitey Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Whitey Wash Enterprises,"303 Gordon Rd., P.O. Box 47, Ashland, PA 17921",,4247,3,1560,8.353968130313271
3609465,2010,Lehr Stripping Operation,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Gale Mining Co,"1441 Oak Road, Pottsville, PA 17901",,28793,3,4944,10.267887581025693
3609491,2010,Bottom Split Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Little Buck Coal Company,"57 Lincoln Road, Pine Grove, PA 17963",,2072,6,3960,7.6362696033793735
3609511,2010,Bosack Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,J C Coal Inc,"P.O. Box 161, Minersville, PA 17954",,1665,1,590,7.417580402414544
3609811,2010,Tarcon Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Gale Mining Company,"1441 Oak Road, Pottsville, PA 17901",,2916,1,226,7.977968093128549
3609818,2010,Ellangowen Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,W. T. Fetterolf Coal Co.,"3092 Main Street, Locustdale, PA 17945",,24728,2,2971,10.115691483811952
1202416,2010,Addcar Systems 20 Hwm Serial N,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Icg Addcar Systems L,"Hwm One Drive, Ashland, KY 41102",,407427,28,47302,12.917617054511076
3601527,2010,Svonavec Strip Mines,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Svonavec Inc,"150 W Union St Ste 201, Somerset, PA 15501",,56769,20,35174,10.94674568107216
3602773,2010,Shaw,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Contractor,Mine and Preparation Plant,"Action Mining, Inc.","1117 Shaw Mines Rd, Meyersdale, PA 15552",,116181,28,62160,11.662904598842928
3603328,2010,Mine No 1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Pbs Coals, Inc.","1576 Stoystown Rd P.O. Box 260, Friedens, PA 15541",,1040729,256,440068,13.855431987097223
3606438,2010,Hoffman No 1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Hoffman Mining Inc,"P.O. Box 130, Friedens, PA 15541",,224510,40,97434,12.321675528602261
3606678,2010,Heritage #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Heritage Mining Company,"P.O. Box 126, Cresson, PA 16630",,718,15,4655,6.576469569048224
3607928,2010,Fieg Bros Coal Co.,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fieg Brother's Coal Co.,"3070 Stoystown Rd, Stoystown, PA 15563",,125459,16,35981,11.739734290951027
3608083,2010,Joepa,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Contractor,Mine only,Future Industries Inc,"1117 Shaw Mines Road, Meyersdale, PA 15552",,313106,36,84240,12.65429707033753
