MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
103335,2010,Thompson South Mine,Alabama,Bibb,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"M&b Excavating Co., Inc., Llc","1001 Heflin Avenue West, Birmingham, AL 35214",,103,1,30,4.634728988229636
103381,2010,Tacoa Highwall Miner,Alabama,Bibb,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Tacoa Minerals,llc","1669 Mission Hills Road, Alabaster, AL 35007",,127564,13,33241,11.75637347842476
103404,2010,Reid School Mine,Alabama,Blount,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Taft Coal Sales & Associates,","107 N. Walston Bridge Road, Jasper, AL 35504",,148994,32,76025,11.911661315660425
103117,2010,"Mine #2, #3, #4",Alabama,Cullman,Appalachia Southern,Temporarily closed,Surface,Operating Subsidiary,Mine only,"Evergreen Mining, Llc","74 Indutrial Parkway, Jasper, AL 35001",,69035,17,34365,11.142368901350252
100759,2010,North River #1 Underground Min,Alabama,Fayette,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Chevron Mining Inc,"3114 County Road 63 S, Berry, AL 35546",United Mine Workers of America,3037170,372,816059,14.926436718753665
103246,2010,Bear Creek,Alabama,Franklin,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",,39301,15,12879,10.579005242826247
103374,2010,Meredyth Mine,Alabama,Franklin,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"National Coal Of Alabama, Inc","1810 Birmingham Ave. Ste #101, Jasper, AL 35501",,70229,15,31170,11.15951661012246
102933,2010,Mine No 2,Alabama,Jackson,Appalachia Southern,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Gtm Energy Partners, Llc","440 County Road 464, Flat Rock, AL 35966",,33623,7,13096,10.422965635581258
100851,2010,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8800 Oak Grove Mine Rd, Adger, AL 35006",United Mine Workers of America,925504,389,907127,13.738093732974464
102354,2010,Lindbergh,Alabama,Jefferson,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,C & H Mining Company Inc,"3699 Industrial Parkway, Jasper, AL 35502",,281686,42,123228,12.548548254368903
102901,2010,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"8488 Nancy Ann Bend Road, Adger, AL 35006",United Mine Workers of America,1680463,601,1363384,14.334579908648145
102951,2010,Majestic Mine No. 2,Alabama,Jefferson,Appalachia Southern,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,R J R Mining Company Inc,"P.O. Box 1253, Cullman, AL 35056",,54710,7,15428,10.909801787057871
103150,2010,Littleton Mine,Alabama,Jefferson,Appalachia Southern,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Evergreen Mining, Llc","74 Industrial Parkway, Jasper, AL 35501",,1507,5,944,7.317876198626496
103180,2010,Sloan Mountain Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"M S & R Equipment Company, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,327895,59,122364,12.700448714165091
103278,2010,Cef Alabama #3,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Covol Engineered Fuels Lc,"P.O. Box 60, Adger, AL 35006",,60226,16,32121,11.005859431745387
103285,2010,Narley Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Best Coal Inc,"P.O. Box 1253, Cullman, AL 35056",,136210,23,58920,11.821953091441387
103332,2010,Powhatan Mine,Alabama,Jefferson,Appalachia Southern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Rac Mining Llc,"378 Old Dora Road, Sumiton, AL 35148",,81781,27,60373,11.311800221772462
103375,2010,Johnson Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,94209,22,50269,11.453270997401939
103393,2010,Buttahatchee Mine No 1,Alabama,Marion,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"National Coal Of Alabama, Inc","1401 Doug Baker Blvd 107-181, Birmingham, AL 35242",,79174,18,41222,11.279403241077631
103205,2010,Alliance Mine No 1,Alabama,Shelby,Appalachia Southern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Hope Coal Company Inc,"1401 Doug Baker Blvd, Suite 10, Birmingham, AL 35242",,22795,13,13233,10.034296492647542
103245,2010,Thompson Mine No 1,Alabama,Shelby,Appalachia Southern,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",,71336,30,69845,11.175156387814715
103417,2010,Yeshic Mine,Alabama,Shelby,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"Yeshic, Llc","74 Industrial Parkway, Jasper, AL 35501",,216050,46,91248,12.28326514136008
103422,2010,Clark No 1 Mine,Alabama,Shelby,Appalachia Southern,Active,Underground,Independent Producer Operator,Mine only,Tacoa Minerals Llc,"1669 Mission Hills Road, Alabaster, AL 35117",,12819,24,55853,9.458683724312134
101247,2010,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"3000 Riverchase Galleria Suite, Birmingham, AL 35244",United Mine Workers of America,2797422,692,1647840,14.844208836741972
101401,2010,No 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"3000 Riverchase Galleria Suite, Birmingham, AL 35236",United Mine Workers of America,3870330,776,1918923,15.168850332688402
103172,2010,"Searles Mine No. 2, 3, 4, 5 &",Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,500184,84,228797,13.122731309708936
103179,2010,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,73062,15,39519,11.199063674735063
103196,2010,East Brookwood Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Tuscaloosa Resources Inc,"3500 35th Avenue North, Birmingham, AL 35207",,491194,89,217410,13.104594440756753
103303,2010,"Shannon Mine, No. 2, No. 3",Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"Shannon, Llc","74 Industrial Parkway, Jasper, AL 35501",,690958,85,242496,13.445834319426417
103390,2010,Highway 59 Mine No. 1,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Tuscaloosa Resources, Inc","3500 35th Ave. North, Birmingham, AL 35207",,205130,32,84073,12.231399203476183
100347,2010,Choctaw Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Taft Coal Sales & Associates I,"107 N. Walston Bridge Road, Jasper, AL 35504",,654184,100,291039,13.391143936434844
101362,2010,Manchester Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,202497,36,97414,12.218480350604176
102996,2010,Jap Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Reed Minerals Inc,"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502",,256410,43,121495,12.454533004828173
103002,2010,Corinth Mine,Alabama,Walker,Appalachia Southern,Active,Underground,Independent Producer Operator,Mine only,Warrior Investment Co Inc,"218 Hwy 195 N, Jasper, AL 35503",,118348,26,65958,11.681384715771033
103019,2010,Surface Mine #1,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Drummond Company Inc,"3000 Highway 78 West, Jasper, AL 35501",United Mine Workers of America,207612,30,85695,12.243426232071522
103128,2010,Spring Branch Mine,Alabama,Walker,Appalachia Southern,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Haley Bros. Coal, Inc.","P.O. Box 56, Carbon Hill, AL 35549",,16859,8,9982,9.732639917815801
103195,2010,Mccollum/Sparks Branch Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Quality Coal, Inc.","P.O. Box 2705, Jasper, AL 35502",,101953,16,34111,11.532267201758968
103292,2010,Redstar,Alabama,Walker,Appalachia Southern,Temporarily closed,Surface,Operating Subsidiary,Mine only,"Evergreen Mining, Llc","74 Industrial Parkway, Jasper, AL 35501",,51335,18,27808,10.846128059733065
103336,2010,Sugar Town Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Haley Bros. Coal, In","P.O. Box 56, 414 5th Ave Nw, Carbon Hill, AL 35549",,81352,17,29126,11.306540697470973
103337,2010,Gooden Creek,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"P.O. Box 354, Lynn, AL 35575",,110391,19,47882,11.611783887762924
103339,2010,Mallards Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Haley Brothers Coal Inc,"P.O. Box 56, Carbon Hill, AL 35549",,60487,16,41207,11.010183744896713
103342,2010,Reese's Branch Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Contractor,Mine only,"Cedar Lake Mining, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,439709,55,123979,12.993868423460675
103370,2010,Cresent Valley Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,National Coal Of Alabama Inc,"1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,63405,17,31960,11.057298001669
103372,2010,Cane Creek Mine,Alabama,Walker,Appalachia Southern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Cane Creek Llc,"P.O. Box 2322, Jasper, AL 35504",,18013,10,23016,9.798848998423558
103376,2010,Town Creek,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Reed Minerals Inc,"3699 Industrial Parkway, Jasper, AL 35501",,203545,41,115812,12.223642389640233
103397,2010,Parrish Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,111553,16,41291,11.622255093268658
103398,2010,Kansas Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"National Coal Of Alabama, Inc","P.O. Box 147, Eldridge, AL 35554",,256078,32,71995,12.453237364553889
103423,2010,Dutton Hill Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,"Quality Coal Company, Inc.","1306 1st Street Nw, Unit B, Jasper, AL 35502",,75064,15,25278,11.226096361969885
103321,2010,Poplar Springs,Alabama,Winston,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,National Coal Of Alabama Inc,"1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,458145,69,173151,13.034941006877515
103358,2010,Old Union,Alabama,Winston,Appalachia Southern,Active,Surface,Independent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"P.O. Box 354, Lynn, AL 35575",,227336,33,80851,12.334184378293969
5000030,2010,Usibelli,Alaska,Yukon-Koyukuk,Western,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743",Teamsters,2151094,127,309160,14.581487107899394
201195,2010,Kayenta Mine,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers of America,7752277,422,988656,15.863497164628479
301569,2010,Penny #1,Arkansas,Sebastian,Interior,Active,Surface,Independent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,1157,2,1964,7.053585727193677
301736,2010,Sebastian Mine,Arkansas,Sebastian,Interior,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,South Central Coal Co. Inc.,"P.O. Box 6, Spiro, OK 74959",,31144,27,64626,10.346376889290292
504591,2010,Bowie No 2 Mine,Colorado,Delta,Uinta Region,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",,1325208,287,496660,14.097079986214286
503013,2010,Mc Clane Canyon Mine,Colorado,Garfield,Uinta Region,Active,Underground,Independent Producer Operator,Mine only,"Mcclane Canyon Mining, Llc","P.O. Box 98, Loma, CO 81524",,199650,27,62783,12.204321112491368
503672,2010,West Elk Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","P.O. Box 591, Somerset, CO 81434",,4793507,354,771904,15.38277285180896
504674,2010,Elk Creek Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,3794262,365,673512,15.149000483497662
504864,2010,King Ii,Colorado,La Plata,Western,Active,Underground,Independent Producer Operator,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,521839,56,132007,13.16511439017196
502838,2010,Trapper Mine,Colorado,Moffat,Uinta Region,Active,Surface,Independent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union of Operation Engineers,2188167,185,387137,14.598574765022708
502962,2010,Colowyo Mine,Colorado,Moffat,Uinta Region,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,2596629,278,573146,14.769724623296975
500299,2010,New Horizon Mine,Colorado,Montrose,Western,Active,Surface,Operating Subsidiary,Mine only,"Western Fuels-Colorado, Llc","P.O. Box 628, Nucla, CO 81424",United Mine Workers of America,293045,26,45917,12.588081459824195
503505,2010,Deserado Mine,Colorado,Rio Blanco,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers of America,1723215,170,340406,14.359702290081751
503836,2010,Foidel Creek Mine,Colorado,Routt,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt County Rd#27, Oak Creek, CO 80467",,7727004,482,990459,15.860231764580917
1103189,2010,Mc#1 Mine,Illinois,Franklin,Illinois Basin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"P.O. Box 229, Johnston City, IL 62951",,324493,62,135783,12.69001924324492
1102751,2010,I-1 Mine,Illinois,Gallatin,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Illinois Fuel Company Llc,"P.O. Box 7, Herod, IL 62947",,117801,22,49704,11.676752039127939
1103017,2010,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,2127949,176,415864,14.570669162991065
1103020,2010,Creek Paum Mine,Illinois,Jackson,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",,650211,57,125165,13.38505220458026
1103209,2010,North Grindstone Mine,Illinois,Mcdonough,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Black Nugget Llc,"P.O. Box 235, Industry, IL 61440",,194778,28,61469,12.179615727467814
1100726,2010,Shay #1 Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,1027224,71,144640,13.84237057613087
1102632,2010,Crown Iii Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,"Tri County Coal, Llc","2 Mine Avenue/P. O. Box 139, Farmersville, IL 62533",United Mine Workers of America,1310941,307,666265,14.086255757919252
1103182,2010,Deer Run Mine,Illinois,Montgomery,Illinois Basin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"925 S. Main Street, Hillsboro, IL 62049",,20639,24,48857,9.934937768809375
1103045,2010,Red Hawk,Illinois,Perry,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,509604,35,76909,13.14138923250285
1103119,2010,A M No 3,Illinois,Perry,Illinois Basin,Temporarily closed,Surface,Independent Producer Operator,Mine only,Auger Mining Inc,"P.O. Box 195, Freeburg, IL 62243",,4478,2,252,8.4069317971587
1103143,2010,Prairie Eagle,Illinois,Perry,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,270345,22,46770,12.507454200095015
1103147,2010,Prairie Eagle - Underground,Illinois,Perry,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,1573202,100,214455,14.268623590833162
1103205,2010,Prairie Eagle South Undergroun,Illinois,Perry,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler-Trico Road, Percy, IL 62272",,843955,42,117294,13.64585445462112
1102408,2010,Gateway Mine,Illinois,Randolph,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,3197579,198,484085,14.977904518932116
1102752,2010,The American Coal Company New,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,5774752,652,1619472,15.56900586972708
1103054,2010,Willow Lake Portal,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",AFCI,2920225,460,982589,14.887171226070416
1103156,2010,Wildcat Hills Mine-Underground,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crst Blvd, #100, Evansville, IN 47715",,748814,93,226252,13.526245900551936
1103232,2010,New Future Mine,Illinois,Saline,Illinois Basin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,616533,294,191809,13.3318671281345
1102664,2010,Viper Mine,Illinois,Sangamon,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","8100 East Main, Williamsville, IL 62693",,2475257,305,651766,14.721854786977934
1103064,2010,Friendsville Mine,Illinois,Wabash,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,Friendsville Mine Ll,"528 Main St, Ste 202, Evansville, IN 47708",,1080062,54,166858,13.892529004860068
1103058,2010,Pattiki,Illinois,White,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,1657057,301,683685,14.32055369533425
1103141,2010,Mach #1 Mine,Illinois,Williamson,Illinois Basin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,5795493,145,369904,15.572591104476544
1202414,2010,Jc #3,Indiana,Clay,Illinois Basin,Temporarily closed,Surface,Independent Producer Operator,Mine only,Jarvis Coal Llc,"101 West Main Street, Jasonville, IN 47438",,25100,6,11735,10.130623125119875
1201732,2010,Craney Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",,945662,91,271940,13.75964049032043
1201946,2010,Viking Mine - Corning Pit,Indiana,Daviess,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 28, Montgomery, IN 47558",,1533780,148,347720,14.243245834718167
1202372,2010,Antioch Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","P.O. Box 16, Lamar, IN 47550",,379638,37,72458,12.84697344608178
1202374,2010,Shamrock Mine,Indiana,Dubois,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","625 N. Ninth St., Petersburg, IN 47567",,1286185,88,266408,14.067191030353971
1202207,2010,Somerville,Indiana,Gibson,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,2018382,91,278684,14.517806758314403
1202215,2010,Gibson Mine,Indiana,Gibson,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,3124104,304,791188,14.954658080040602
1202258,2010,Somerville Central Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","Rr #3 P.O. Box 155, Oakland City, IN 47660",,3340343,205,499099,15.021584054290932
1202295,2010,Francisco Mine - Underground P,Indiana,Gibson,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,2717925,241,544993,14.815379279493525
1202010,2010,Air Quality #1 Mine,Indiana,Knox,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd,ste 100, Evansville, IN 47715",,1141192,193,439635,13.947583888132172
1202063,2010,Viking Mine - Knox Pit,Indiana,Knox,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715",,1660458,133,317860,14.322604025892781
1202167,2010,Freelandville Mine,Indiana,Knox,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,327152,40,103528,12.698180173682836
1202316,2010,Freelandville Underground,Indiana,Knox,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,"Triad Underground Mining, L.L.","14972 East S.R. 58, Edwardsport, IN 47528",,541924,68,141731,13.20288104918763
1202339,2010,Freelandville East Mine,Indiana,Knox,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,292574,21,55430,12.5864729051101
1202394,2010,Oaktown Fuels Mine No 1,Indiana,Knox,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Black Panther Mining Llc,"12661 N. Agricare Road, Oaktown, IN 47561",,1014967,128,314144,13.830366657614217
1202423,2010,Freelandville West Underground,Indiana,Knox,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,Triad Mining Inc.,"14521 East State Road 58, Edwardsport, IN 47528",,15305,19,16055,9.635934851379513
1202249,2010,Prosperity Mine,Indiana,Pike,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Five Star Mining Inc,"6594 W. Sr 56, Petersburg, IN 47567",,2684633,375,1006530,14.803054591294176
1202320,2010,Augusta Mine,Indiana,Pike,Illinois Basin,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528",,51428,16,42679,10.847938050204139
1202325,2010,Hurricane Creek,Indiana,Pike,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc,"14521 E St Rd 58, Edwardsport, IN 47528",,328158,24,62129,12.70125047869963
1202358,2010,South Augusta,Indiana,Pike,Illinois Basin,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc,"14521 East State Road 58, Edwardsport, IN 47528",,597883,23,63887,13.301150361616472
1202410,2010,Log Creek Surface,Indiana,Pike,Illinois Basin,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528",,677374,43,132437,13.425978836580187
1202349,2010,Carlisle Mine,Indiana,Sullivan,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,3046605,288,716558,14.92953841385716
1202422,2010,Bear Run Mine,Indiana,Sullivan,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,3004056,261,678692,14.915473933503325
1202174,2010,Farmersburg Mine,Indiana,Vigo,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 28, Montgomery, IN 47558",,1568923,159,373716,14.265899954666423
1202234,2010,Lewis Mine,Indiana,Vigo,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"P.O. Box 7, Petersburg, IN 47567",,494698,30,92367,13.111702754353372
1202259,2010,Red Brush Mine,Indiana,Warrick,Illinois Basin,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Vigo Coal Operating Co., Inc","528 Main St. Ste. 202, Evansville, IN 47708",,71033,10,15420,11.170899836775021
1202407,2010,West 61,Indiana,Warrick,Illinois Basin,Active,Surface,Contractor,Mine only,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,1683719,61,177916,14.336515595252886
1202413,2010,Chili Pepper Mine,Indiana,Warrick,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,"Vigo Coal Operating Co., Inc.","528 Main Street, Suite 202, Evansville, IN 47708",,296336,18,62833,12.599249224662582
1202441,2010,Wild Boar Mine,Indiana,Warrick,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,Peabody Wild Boar Mi,"2277 West Tecumseh Road, Lynnville, IN 47619",,80432,66,10515,11.295167385932357
1401626,2010,Garland Mine,Kansas,Bourbon,Interior,Active,Surface,Contractor,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301",,132691,36,95341,11.795778395865035
1512564,2010,Straight Creek #1 Mine,Kentucky (East),Bell,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Left Fork Mining Co Inc,"P.O. Box 405, Arjay, KY 40902",,291998,126,265496,12.584502231911893
1516516,2010,#2 Surface,Kentucky (East),Bell,Appalachia Central,Active,Surface,Contractor,Mine only,Twin Star Coal Company Inc,"P.O. Box 1733, Harlan, KY 40831",,101266,18,43729,11.525505997175557
1517792,2010,#2,Kentucky (East),Bell,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977",,38542,10,21847,10.559503834757866
1518257,2010,#1 Strip Mine,Kentucky (East),Bell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,61160,12,35998,11.021248660042998
